2.71509239784032e-08,2.37076543537757e-08,1.53376849379339e-08,1.35804168659824e-09,-1.68553424754243e-08,-3.77376318451118e-08,-6.2345739427321e-08,-9.40702748029091e-08,-1.34357089165396e-07,-1.78175211883611e-07,-2.13826061332092e-07,-2.27807385365996e-07,-2.1092665459923e-07,-1.61220634780798e-07,-8.27283942097183e-08,1.71341060549787e-08,1.28620495914471e-07,2.39111535254469e-07,3.33506914863891e-07,3.9712240911754e-07,4.19555571780486e-07,3.9712240911754e-07,3.33506914863891e-07,2.39111535254469e-07,1.28620495914471e-07,1.71341060549787e-08,-8.27283942097183e-08,-1.61220634780798e-07,-2.1092665459923e-07,-2.27807385365996e-07,-2.13826061332092e-07,-1.78175211883611e-07,-1.34357089165396e-07,-9.40702748029091e-08,-6.2345739427321e-08,-3.77376318451118e-08,-1.68553424754243e-08,1.35804168659824e-09,1.53376849379339e-08,2.37076543537757e-08,2.71509239784032e-08
2.37076543545685e-08,1.93999272814092e-08,1.19027447457877e-08,2.21761125392122e-09,-1.08458676083701e-08,-3.12877864004838e-08,-6.27307621125583e-08,-1.03304580995131e-07,-1.4420995081764e-07,-1.747347525098e-07,-1.89345760794754e-07,-1.89555349001641e-07,-1.78449264031047e-07,-1.5350436263504e-07,-1.05297762756979e-07,-2.40154631783219e-08,9.1485574113605e-08,2.28644058199476e-07,3.62334731441944e-07,4.61080992787564e-07,4.97649317994274e-07,4.61080992787564e-07,3.62334731441944e-07,2.28644058199476e-07,9.1485574113605e-08,-2.40154631783219e-08,-1.05297762756979e-07,-1.5350436263504e-07,-1.78449264031047e-07,-1.89555349001641e-07,-1.89345760794754e-07,-1.747347525098e-07,-1.4420995081764e-07,-1.03304580995131e-07,-6.27307621125583e-08,-3.12877864004838e-08,-1.08458676083701e-08,2.21761125392122e-09,1.19027447457877e-08,1.93999272814092e-08,2.37076543545685e-08
1.53376849388433e-08,1.19027447451106e-08,7.93035773161506e-09,3.60736450436351e-09,-6.90204875281751e-09,-3.02615508178267e-08,-6.47739306496752e-08,-9.8881478625146e-08,-1.21754767318787e-07,-1.35435688159559e-07,-1.53840635741033e-07,-1.87069944831776e-07,-2.25644379835624e-07,-2.40675090477089e-07,-2.0133036999086e-07,-9.57091767567932e-08,6.02326952673152e-08,2.30228156705462e-07,3.75124437684546e-07,4.68474885108449e-07,5.00110516438586e-07,4.68474885108449e-07,3.75124437684546e-07,2.30228156705462e-07,6.02326952673152e-08,-9.57091767567932e-08,-2.0133036999086e-07,-2.40675090477089e-07,-2.25644379835624e-07,-1.87069944831776e-07,-1.53840635741033e-07,-1.35435688159559e-07,-1.21754767318787e-07,-9.8881478625146e-08,-6.47739306496752e-08,-3.02615508178267e-08,-6.90204875281751e-09,3.60736450436351e-09,7.93035773161506e-09,1.19027447451106e-08,1.53376849388433e-08
1.35804168712303e-09,2.21761125388809e-09,3.60736450450334e-09,6.62100894613909e-10,-1.29711813737679e-08,-3.45433596570054e-08,-5.09363296680867e-08,-5.53956974645102e-08,-6.37622499578533e-08,-1.05212970217278e-07,-1.90827166725258e-07,-2.91885321811682e-07,-3.526964929267e-07,-3.2818543083117e-07,-2.12749615457466e-07,-3.73334814216412e-08,1.57043680358187e-07,3.41336440731019e-07,4.9804282513334e-07,6.0795184169829e-07,6.48276759601388e-07,6.0795184169829e-07,4.9804282513334e-07,3.41336440731019e-07,1.57043680358187e-07,-3.73334814216412e-08,-2.12749615457466e-07,-3.2818543083117e-07,-3.526964929267e-07,-2.91885321811682e-07,-1.90827166725258e-07,-1.05212970217278e-07,-6.37622499578533e-08,-5.53956974645102e-08,-5.09363296680867e-08,-3.45433596570054e-08,-1.29711813737679e-08,6.62100894613909e-10,3.60736450450334e-09,2.21761125388809e-09,1.35804168712303e-09
-1.68553424743144e-08,-1.08458676077846e-08,-6.90204875376617e-09,-1.29711813741783e-08,-2.4139945856119e-08,-2.31364235449206e-08,-5.14261100573323e-09,1.58959657225159e-11,-5.18604035570693e-08,-1.66475712490854e-07,-2.86664476167207e-07,-3.33287112677571e-07,-2.73770520212252e-07,-1.48132653316231e-07,-2.74446924822533e-08,5.06873660102631e-08,1.04581086806798e-07,1.72197606803861e-07,2.62208252865743e-07,3.44020542748221e-07,3.77154760467165e-07,3.44020542748221e-07,2.62208252865743e-07,1.72197606803861e-07,1.04581086806798e-07,5.06873660102631e-08,-2.74446924822533e-08,-1.48132653316231e-07,-2.73770520212252e-07,-3.33287112677571e-07,-2.86664476167207e-07,-1.66475712490854e-07,-5.18604035570693e-08,1.58959657225159e-11,-5.14261100573323e-09,-2.31364235449206e-08,-2.4139945856119e-08,-1.29711813741783e-08,-6.90204875376617e-09,-1.08458676077846e-08,-1.68553424743144e-08
-3.77376318448284e-08,-3.12877864002583e-08,-3.02615508183115e-08,-3.45433596562811e-08,-2.31364235442649e-08,1.31613362224011e-08,3.6065581133615e-08,-1.10174640221117e-08,-1.22040378650794e-07,-2.03942683510444e-07,-1.67141062118686e-07,-3.75567343470751e-08,4.72721289615026e-08,-3.14260732689782e-08,-2.44967462990395e-07,-4.17823202728681e-07,-3.5992938400069e-07,-1.4097780263079e-08,4.97917746493993e-07,9.4755070411875e-07,1.12527865349689e-06,9.4755070411875e-07,4.97917746493993e-07,-1.4097780263079e-08,-3.5992938400069e-07,-4.17823202728681e-07,-2.44967462990395e-07,-3.14260732689782e-08,4.72721289615026e-08,-3.75567343470751e-08,-1.67141062118686e-07,-2.03942683510444e-07,-1.22040378650794e-07,-1.10174640221117e-08,3.6065581133615e-08,1.31613362224011e-08,-2.31364235442649e-08,-3.45433596562811e-08,-3.02615508183115e-08,-3.12877864002583e-08,-3.77376318448284e-08
-6.23457394264861e-08,-6.2730762112757e-08,-6.47739306498516e-08,-5.09363296671294e-08,-5.14261100466952e-09,3.60655811335935e-08,4.96202665317084e-09,-8.51571324521762e-08,-1.02477951633275e-07,4.71763661738517e-08,2.40769342703793e-07,2.01627830445763e-07,-2.17979481290945e-07,-8.40659931840206e-07,-1.26683728784821e-06,-1.17974201971226e-06,-5.76165073099787e-07,2.64747620318188e-07,1.011234142663e-06,1.47580016391458e-06,1.62680140929964e-06,1.47580016391458e-06,1.011234142663e-06,2.64747620318188e-07,-5.76165073099787e-07,-1.17974201971226e-06,-1.26683728784821e-06,-8.40659931840206e-07,-2.17979481290945e-07,2.01627830445763e-07,2.40769342703793e-07,4.71763661738517e-08,-1.02477951633275e-07,-8.51571324521762e-08,4.96202665317084e-09,3.60655811335935e-08,-5.14261100466952e-09,-5.09363296671294e-08,-6.47739306498516e-08,-6.2730762112757e-08,-6.23457394264861e-08
-9.40702748020022e-08,-1.03304580995273e-07,-9.88814786249851e-08,-5.5395697464187e-08,1.58959666548667e-11,-1.10174640222235e-08,-8.51571324519932e-08,-5.72089840878753e-08,1.90496293603938e-07,4.39944237099502e-07,2.63978283532811e-07,-4.5776251413666e-07,-1.27957032368253e-06,-1.55527088014641e-06,-1.02780388419707e-06,-3.58711527361143e-08,8.1711443962026e-07,1.17290032179936e-06,1.1155925132219e-06,9.41804307909061e-07,8.63839160350684e-07,9.41804307909061e-07,1.1155925132219e-06,1.17290032179936e-06,8.1711443962026e-07,-3.58711527361143e-08,-1.02780388419707e-06,-1.55527088014641e-06,-1.27957032368253e-06,-4.5776251413666e-07,2.63978283532811e-07,4.39944237099502e-07,1.90496293603938e-07,-5.72089840878753e-08,-8.51571324519932e-08,-1.10174640222235e-08,1.58959666548667e-11,-5.5395697464187e-08,-9.88814786249851e-08,-1.03304580995273e-07,-9.40702748020022e-08
-1.34357089165014e-07,-1.44209950817164e-07,-1.21754767317372e-07,-6.37622499570836e-08,-5.18604035560411e-08,-1.22040378651352e-07,-1.02477951633491e-07,1.90496293603915e-07,5.09822937475788e-07,2.81351677873486e-07,-5.66226389640458e-07,-1.19936603267278e-06,-7.29855017059302e-07,6.80617728476847e-07,1.87731606890735e-06,1.8287089684256e-06,5.94298486458032e-07,-7.66824253367504e-07,-1.26931636916094e-06,-9.63775379471303e-07,-6.96402812283241e-07,-9.63775379471303e-07,-1.26931636916094e-06,-7.66824253367504e-07,5.94298486458032e-07,1.8287089684256e-06,1.87731606890735e-06,6.80617728476847e-07,-7.29855017059302e-07,-1.19936603267278e-06,-5.66226389640458e-07,2.81351677873486e-07,5.09822937475788e-07,1.90496293603915e-07,-1.02477951633491e-07,-1.22040378651352e-07,-5.18604035560411e-08,-6.37622499570836e-08,-1.21754767317372e-07,-1.44209950817164e-07,-1.34357089165014e-07
-1.78175211884519e-07,-1.74734752510225e-07,-1.35435688159115e-07,-1.05212970217663e-07,-1.66475712491001e-07,-2.0394268351088e-07,4.71763661743276e-08,4.39944237099626e-07,2.81351677872814e-07,-5.77785101492256e-07,-9.08027359620997e-07,5.11301291179075e-07,2.77585198588105e-06,3.3460612519444e-06,8.35076757806433e-07,-3.35731404735209e-06,-6.06818172056428e-06,-4.83915285279975e-06,5.46285288612045e-09,5.37392607790558e-06,7.67519846057564e-06,5.37392607790558e-06,5.46285288612045e-09,-4.83915285279975e-06,-6.06818172056428e-06,-3.35731404735209e-06,8.35076757806433e-07,3.3460612519444e-06,2.77585198588105e-06,5.11301291179075e-07,-9.08027359620997e-07,-5.77785101492256e-07,2.81351677872814e-07,4.39944237099626e-07,4.71763661743276e-08,-2.0394268351088e-07,-1.66475712491001e-07,-1.05212970217663e-07,-1.35435688159115e-07,-1.74734752510225e-07,-1.78175211884519e-07
